username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
,02-05-2019 13:21,1,1,Good call,,,,,
,02-05-2019 12:49,0,0,if u die we all lost everyone and everything # tyrion ! # TyrionLannister # Daenerys must survive this season and wear the # crown! # DaenerysTargaryen # GameofThrones # got # GoTS8 # EmiliaClarkepic.twitter.com/aX8pXPtq8c,,,# # # # # # # # #,1.12399E+18,https://twitter.com/ehfo0/status/1123993006586191872
,02-05-2019 12:18,0,0,# FanArt by trinket_truck! # TyrionLannister # AlwaysPaysHisDebts @ hbo gameofthrones # GoTS8 # GoT # GameOfThrones https://www.instagram.com/p/Bw93H71FvSRZOeCvDV9rWcq0YHKzmZX5Rp36ZY0/?utm_source=ig_twitter_share&igshid=9rkkay0lpzz5 …,,@,# # # # # #,1.12399E+18,https://twitter.com/CharlesBMF/status/1123985141767004160
,01-05-2019 11:01,0,3,FREE DELIVERY Order now and get # freedelivery when you spend £35 or more http://emp.me/1c4t Hurry,,,,,
,01-05-2019 00:24,0,0,Hey! Meet Khan from Pakistan Hi Peter! # GOT8 # GameofThrones # GoTS8 # GOT # PeterDinklage # TyrionLannister # tyrion # AryaStark # SansaStark # Cersei # JonSnow # DaenerysTargaryenpic.twitter.com/a1mBxu03Hn,,,# # # # # # # # # # # #,1.12344E+18,https://twitter.com/orabusted/status/1123443000372232193
,30-04-2019 16:34,1,6,When you survived watching # TheLongNight but still defending yourself against fans' theories: # GameofThrones # GoT # TheLongNight # GOTS8 # GOTS8 # DaenerysTargaryen # Daenerys # Cersei # JonSnow # TyrionLannister # ForTheThronepic.twitter.com/TQAcOOVkL5,,,# # # # # # # # # # # #,1.12332E+18,https://twitter.com/SincereDany/status/1123324701361807360
,30-04-2019 09:57,2,1,# GameofThrones # GOT # GOTS8 # SansaStark # BranStark # AryaStark # TheonGreyjoy # AegonTargaryen # DaenerysTargaryen # JaimeLannister # CerseiLannister # TyrionLannister # SandorClegane # SamwellTarly # Brienne # JorahMormont # Melisandre # Varys # Missandei # GreyWorm # DavosSeaworth # EuronGreyjoy,,,# # # # # # # # # # # # # # # # # # # # # #,1.12322E+18,https://twitter.com/TETE_GGG/status/1123224914226491393
,29-04-2019 01:54,0,0,If we are up there,,,,,
,28-04-2019 22:53,1,3,- Sansa: Eres es el mejor esposo que he tenido. - Tyrion: que palabras tan horribles # GOT # GoTS8 # Sansa # GameOfThrones # TyrionLannister,,,# # # # #,1.1227E+18,https://twitter.com/mqarias/status/1122695376165855232
,28-04-2019 22:24,1,3,This episode has me like: # BattleForWinterfell # BattleOfWinterfell # got⁠ ⁠ # GameOfThrones⁠ ⁠ # GoTS8⁠ ⁠ # SundayThoughts # BranStark⁠ ⁠ # JaimeLannister⁠ ⁠ # aegontargaryen⁠ ⁠ # DaenerysTargaryen⁠ ⁠ # gots8e3 # JonSnow⁠ ⁠ # SansaStark⁠ ⁠ # TyrionLannister⁠ ⁠ # aryapic.twitter.com/sFgZb0NYHn,,,# # # # # # # # # # # # # # #,1.12269E+18,https://twitter.com/AylaDiktas/status/1122687969096114177
,28-04-2019 22:17,0,0,No!!! # theon # BattleForWinterfell # BattleOfWinterfell # got⁠ ⁠ # GameOfThrones⁠ ⁠ # GoTS8⁠ ⁠ # SundayThoughts # BranStark⁠ ⁠ # JaimeLannister⁠ ⁠ # aegontargaryen⁠ ⁠ # DaenerysTargaryen⁠ ⁠ # gots8e3 # JonSnow⁠ ⁠ # SansaStark⁠ ⁠ # TyrionLannister⁠ ⁠ pic.twitter.com/TwkK8UeqjL,,,# # # # # # # # # # # # # # #,1.12269E+18,https://twitter.com/AylaDiktas/status/1122686304192323584
,28-04-2019 22:01,2,5,# Jon going after the # NightKing got me like # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister pic.twitter.com/uYLRqdko5m,,,# # # # # # # # # # # # # # # #,1.12268E+18,https://twitter.com/AylaDiktas/status/1122682401728020481
,28-04-2019 21:45,0,1,# RIP Leanna! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,,,# # # # # # # # # # # # # # #,1.12268E+18,https://twitter.com/AylaDiktas/status/1122678362248376320
,28-04-2019 21:37,0,0,WTF - a bridge?! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister pic.twitter.com/vMjxxwxT7i,,,# # # # # # # # # # # # # #,1.12268E+18,https://twitter.com/AylaDiktas/status/1122676293382721544
,28-04-2019 21:31,0,1,Blow em up # MELISANDRE !! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,,,# # # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122674718069248001
,28-04-2019 21:31,0,0,That's what I do,,,,,
,28-04-2019 21:18,2,6,Wth is happening # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister pic.twitter.com/Fs4nRKaNZe,,,# # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122671422256496641
,28-04-2019 21:16,0,1,OMFG # JORAH WHERE ARE YOU! And # GHOST?! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister pic.twitter.com/K8kJOq1CM7,,,# # # # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122670904729726976
,28-04-2019 21:15,0,0,GHOST!!!! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,,,# # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122670701171789824
,28-04-2019 21:12,1,2,Wtf # Melisandre !!! # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister pic.twitter.com/S6j0iue7lM,,,# # # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122669848192897024
,28-04-2019 21:09,0,0,Who’s about to die? # BattleForWinterfell # BattleOfWinterfell # got # GameOfThrones # GoTS8 # SundayThoughts # BranStark # JaimeLannister # aegontargaryen # DaenerysTargaryen # gots8e3 # JonSnow # SansaStark # TyrionLannister,,,# # # # # # # # # # # # # #,1.12267E+18,https://twitter.com/AylaDiktas/status/1122669082631790593
